Real Name,Type,Parent Class,Readable Name,Description
b,(Lad;)V,bf,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(IIII)V,kx,setBlockMetadata,Set the metadata of a block in the chunk
a,(IIIII)Z,kx,setBlockIDWithMetadata,"Sets a blockID of a position within a chunk with metadata. Args: x, y, z, blockID, metadata"
a,(Ljava/lang/Class;Lel;Ljava/util/List;)V,kx,getEntitiesOfTypeWithinAAAB,"Gets all entities that can be assigned to the specified class. Args: entityClass, aabb, listToFill"
a,(Leb;III)I,kx,getSavedLightValue,Gets the amount of light saved in this block (doesn't adjust for daylight)
c,(III)Z,kx,canBlockSeeTheSky,Returns whether is not a block above this one blocking sight to the sky (done via checking against the heightmap)
a,(Lff;Ljava/util/Random;III)Z,jz,generate,*
a,(Lff;Ljava/util/Random;III)Z,jw,generate,*
a,(Lff;Ljava/util/Random;III)Z,ib,generate,*
a,(Lff;Ljava/util/Random;III)Z,jk,generate,*
a,(Lff;Ljava/util/Random;III)Z,if,generate,*
a,(Lff;Ljava/util/Random;III)Z,gf,generate,*
a,(Lff;Ljava/util/Random;III)Z,fz,generate,*
a,(Lff;Ljava/util/Random;III)Z,fo,generate,*
a,(Lff;Ljava/util/Random;III)Z,ef,generate,*
a,(Lff;Ljava/util/Random;III)Z,eo,generate,*
a,(Lff;Ljava/util/Random;III)Z,dg,generate,*
a,(Lff;Ljava/util/Random;III)Z,j,generate,*
a,(Lff;Ljava/util/Random;III)Z,cd,generate,*
b,(III)I,kx,getBlockMetadata,Return the metadata corresponding to the given coordinates inside a chunk.
a,(Lff;Ljava/util/Random;III)Z,bt,generate,*
a,(Lff;Ljava/util/Random;III)Z,be,generate,*
a,(Lil;Lff;Lgq;)Lil;,hj,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
a,(Lil;Lff;Lgq;)Lil;,gm,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
a,(Lil;Lff;Lgq;)Lil;,lh,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
l,(Ljava/lang/String;)Z,ad,getBoolean,"Retrieves a boolean value using the specified key, or false if no such key was stored. This uses the getByte method."
a,(Lil;Lff;Lgq;)Lil;,dj,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
a,(Lil;Lff;Lgq;)Lil;,bb,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
a,(Lil;Lff;Lgq;)Lil;,cz,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
a,(Lil;Lff;Lgq;)Lil;,bu,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
a,(Lil;Lff;Lgq;)Lil;,co,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
a,(Lil;Lff;Lgq;)Lil;,g,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
f,()V,net.minecraft.server.MinecraftServer,saveServerWorld,"Saves the server's world, called by both save all and stop."
a,(Ljava/lang/String;Lfn;)V,net.minecraft.server.MinecraftServer,addCommand,Adds a command to the command list for processing.
b,(Lad;)V,cq,writeToNBT,Writes a tile entity to NBT.
b,(Lad;)V,kp,writeToNBT,Writes a tile entity to NBT.
b,(Lad;)V,jb,writeToNBT,Writes a tile entity to NBT.
b,(Lad;)V,ek,writeToNBT,Writes a tile entity to NBT.
f,(Lff;III)Z,ik,canBlockStay,Can this block stay at this position.  Similar to canPlaceBlockAt except gets checked often with plants.
f,(Lff;III)Z,fr,canBlockStay,Can this block stay at this position.  Similar to canPlaceBlockAt except gets checked often with plants.
b,(Lad;)V,bg,writeToNBT,Writes a tile entity to NBT.
f,(Lff;III)Z,gv,canBlockStay,Can this block stay at this position.  Similar to canPlaceBlockAt except gets checked often with plants.
f,(Lff;III)Z,df,canBlockStay,Can this block stay at this position.  Similar to canPlaceBlockAt except gets checked often with plants.
a,(Lff;)I,ci,performSpawning,*
f,(Lff;III)Z,ba,canBlockStay,Can this block stay at this position.  Similar to canPlaceBlockAt except gets checked often with plants.
a,(Lff;II)Liq;,ci,getRandomSpawningPointInChunk,*
a,(II[B[Ljq;[D)V,ki,generateTerrain,Generates the shape of the terrain for the chunk though its all stone though the water is frozen if the temperature is low enough
a,(II[B[Ljq;)V,ki,replaceBlocksForBiome,Replaces the stone that was placed in with blocks that match the biome
a,(Lcg;II)V,ks,populate,Populates chunk with ores etc etc
a,(Lcg;II)V,ki,populate,Populates chunk with ores etc etc
a,(Lcg;II)V,ke,populate,Populates chunk with ores etc etc
e,()Z,la,getBurning,Returns if the block can burn or not.
a,(Lcg;II)V,ck,populate,Populates chunk with ores etc etc
a,(Lcg;II)V,cg,populate,Populates chunk with ores etc etc
f,()Lla;,la,setBurning,Set the canBurn bool to True and return the current object.
c,()Z,em,canProvidePower,Can this block provide power. Only wire currently seems to have this change based on its state.
c,()Z,jy,canProvidePower,Can this block provide power. Only wire currently seems to have this change based on its state.
c,()Z,gv,canProvidePower,Can this block provide power. Only wire currently seems to have this change based on its state.
c,()Z,cu,canProvidePower,Can this block provide power. Only wire currently seems to have this change based on its state.
c,()Z,bo,canProvidePower,Can this block provide power. Only wire currently seems to have this change based on its state.
c,()Z,aw,canProvidePower,Can this block provide power. Only wire currently seems to have this change based on its state.
a,(F)Lgv;,gv,setLightValue,Sets the amount of light emitted by a block from 0.0f to 1.0f (converts internally to 0-15). Returns the object for convenience in constructing.
g,()I,lc,getDropItemId,Returns the item ID for the item the mob drops on death.
d,(I)I,ii,getInventorySlotContainItem,*
b,(I)Z,ii,consumeInventoryItem,*
b,(II)Lkx;,ff,getChunkFromBlockCoords,"Returns a chunk looked up by block coordinates. Args: x, y"
a,(FFFFFF)V,gv,setBlockBounds,"Sets the bounds of the block.  minX, minY, minZ, maxX, maxY, maxZ"
n,(III)Z,ff,isBlockGettingPowered,"Whether one of the neighboring blocks is putting power into this block. Args: x, y, z"
i,(Lep;)Z,lc,canEntityBeSeen,*
a,(F)I,ff,calculateSkylightSubtracted,Returns the amount of skylight subtracted for the current time
d,()V,kx,onChunkLoad,*
h,(IIII)V,ff,scheduleBlockUpdate,"Schedules a specific block to be to ticked by its specified delay. Args: x, y, z, blockID"
g,()I,kc,getDropItemId,Returns the item ID for the item the mob drops on death.
g,()I,ir,getDropItemId,Returns the item ID for the item the mob drops on death.
g,()I,ji,getDropItemId,Returns the item ID for the item the mob drops on death.
g,()I,hd,getDropItemId,Returns the item ID for the item the mob drops on death.
g,()I,gx,getDropItemId,Returns the item ID for the item the mob drops on death.
g,()I,ft,getDropItemId,Returns the item ID for the item the mob drops on death.
g,()I,ge,getDropItemId,Returns the item ID for the item the mob drops on death.
g,()I,ch,getDropItemId,Returns the item ID for the item the mob drops on death.
b,(Ljava/io/DataInputStream;)Ljv;,jv,readPacket,"Read a packet, prefixed by its ID, from the data stream."
g,()I,bp,getDropItemId,Returns the item ID for the item the mob drops on death.
g,()I,bk,getDropItemId,Returns the item ID for the item the mob drops on death.
a,(IIII)Z,kx,setBlockID,"Sets a blockID for a position in the chunk. Args: x, y, z, blockID"
a,(ILjava/lang/Class;)V,jv,addIdClassMapping,Adds a two way mapping between the packet ID and packet class.
g,(III)V,ff,markBlockNeedsUpdate,*
a,(Ljv;Ljava/io/DataOutputStream;)V,jv,writePacket,"Writes a packet, prefixed by its ID, to the data stream."
a,(I)Ljv;,jv,getNewPacket,Returns a new instance of the specified Packet class.
a,(Ljava/io/DataOutputStream;)V,jv,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,lm,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,ky,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,jd,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,jl,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,jj,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,ih,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,iu,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,hn,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,io,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,hy,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,hq,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,ho,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,hc,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,gn,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,gt,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,gk,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,gj,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,ew,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,gd,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,ey,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,eg,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,eu,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,er,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,dl,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,ed,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,ea,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,dv,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,de,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,dd,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,da,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,x,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,v,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,f,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,r,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,cs,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,o,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,m,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,h,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,d,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,cc,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,bh,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,a,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,br,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,ay,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,aj,writePacketData,Abstract. Writes the raw packet data to the data stream.
a,(Ljava/io/DataOutputStream;)V,ak,writePacketData,Abstract. Writes the raw packet data to the data stream.
b,()I,jv,getPacketId,Returns the ID of this packet.
a,(Ljh;)Lnet/minecraft/server/MinecraftServer;,jh,getMinecraftServer,Returns the MinecraftServer associated with the PlayerManager.
b,(Lel;)Z,ff,getIsAnyLiquid,Returns if any of the blocks within the aabb are liquids. Args: aabb
f,(I)I,jf,getHash,Returns the hash code for a key
a,(I)Lil;,jb,getStackInSlot,Returns the stack in slot i
a,(IILjava/lang/Object;I)V,jf,insert,Adds an object to a slot
a,(I)Lil;,lg,getStackInSlot,Returns the stack in slot i
a,(I)Lil;,kq,getStackInSlot,Returns the stack in slot i
a,(I)Lil;,ii,getStackInSlot,Returns the stack in slot i
a,(I)Lil;,it,getStackInSlot,Returns the stack in slot i
a,(I)Lil;,av,getStackInSlot,Returns the stack in slot i
a,(I)Lil;,ek,getStackInSlot,Returns the stack in slot i
a,(I)Lil;,i,getStackInSlot,Returns the stack in slot i
c,(IIII)Z,ff,setBlockMetadata,Set the metadata of a block in global coordinates
a,(IIII)Z,ff,setBlock,"Sets the block to the specified blockID at the block coordinates Args x, y, z, blockID"
e,()V,ff,calculateInitialSkylight,Called on construction of the World class to setup the initial skylight values
a,(II)Z,kx,isAtLocation,*
a,(IIIIII)Z,ff,checkChunksExist,"Checks between a min and max all the chunks inbetween actually exist. Args: minX, minY, minZ, maxX, maxY, maxZ"
a,()V,hb,init,Initialises the console logger.
b,(DDD)D,ar,lerp,*
a,(IDDD)D,ar,grad,*
a,(Lep;IIILb;)I,fx,getVerticalOffset,"Given an x y z, returns a vertical offset needed to search to find a block to stand on"
a,(Lfi;)V,hl,playerLoggedIn,Called when a player successfully logs in. Reads player data from disk and inserts the player into the world.
b,(Ljx;III)Z,kv,canBlockCatchFire,"Checks the specified block coordinate to see if it can catch fire.  Args: blockAccess, x, y, z"
f,(Lff;IIII)I,kv,getChanceToEncourageFire,"Retrieves a specified block's chance to encourage their neighbors to burn and if the number is greater than the current number passed in it will return its number instead of the passed in one.  Args: world, x, y, z, curChanceToEncourageFire"
a,(III)V,kv,setBurnRate,"Sets the burn rate for a block. The larger abilityToCatchFire the more easily it will catch on fire Args: blockID, unknown1, abilityToCatchFire"
a,(Lff;IIIILjava/util/Random;)V,kv,tryToCatchBlockOnFire,"Rolls a random number to see if the block coordinates specified will catch fire. Will catch fire if random.nextInt(fireRange)<abilityToCatchFire Args: world, x, y, z, fireRange, random"
a,(Lff;IIILel;Ljava/util/ArrayList;)V,je,getCollidingBoundingBoxes,"Adds to the supplied array any colliding bounding boxes with the passed in bounding box. Args: world, x, y, z, axisAlignedBB, arrayList"
a,(Lff;IIILel;Ljava/util/ArrayList;)V,gv,getCollidingBoundingBoxes,"Adds to the supplied array any colliding bounding boxes with the passed in bounding box. Args: world, x, y, z, axisAlignedBB, arrayList"
a,(Lff;IIILep;)V,gv,onEntityCollidedWithBlock,"Triggered whenever an entity collides with this block (enters into the block). Args: world, x, y, z, entity"
a,(Lff;IIILel;Ljava/util/ArrayList;)V,et,getCollidingBoundingBoxes,"Adds to the supplied array any colliding bounding boxes with the passed in bounding box. Args: world, x, y, z, axisAlignedBB, arrayList"
a,(Lff;IIILep;)V,bo,onEntityCollidedWithBlock,"Triggered whenever an entity collides with this block (enters into the block). Args: world, x, y, z, entity"
a,(Lff;IIILep;)V,ai,onEntityCollidedWithBlock,"Triggered whenever an entity collides with this block (enters into the block). Args: world, x, y, z, entity"
a,(Lff;IIILep;)V,ba,onEntityCollidedWithBlock,"Triggered whenever an entity collides with this block (enters into the block). Args: world, x, y, z, entity"
a,(Lff;IIILbn;Lbn;)Lhk;,bl,collisionRayTrace,"Ray traces through the blocks collision from start vector to end vector returning a ray trace hit. Args: world, x, y, z, startVec, endVec"
a,(Lff;IIILep;)V,ao,onEntityCollidedWithBlock,"Triggered whenever an entity collides with this block (enters into the block). Args: world, x, y, z, entity"
a,(Lff;IIILbn;Lbn;)Lhk;,kn,collisionRayTrace,"Ray traces through the blocks collision from start vector to end vector returning a ray trace hit. Args: world, x, y, z, startVec, endVec"
a,(Lff;IIILbn;Lbn;)Lhk;,hv,collisionRayTrace,"Ray traces through the blocks collision from start vector to end vector returning a ray trace hit. Args: world, x, y, z, startVec, endVec"
a,(Lff;IIILbn;Lbn;)Lhk;,gv,collisionRayTrace,"Ray traces through the blocks collision from start vector to end vector returning a ray trace hit. Args: world, x, y, z, startVec, endVec"
a,(Ljj;)V,fs,handleMultiBlockChange,*
f,()Z,gv,unusedMethod,Only used to fill an unused field
a,(Lgt;)V,kk,handlePlace,*
a,(Lgt;)V,fs,handlePlace,*
a,()V,dc,incrementPathIndex,Directs this path to the next point in its array
b,()Z,dc,isFinished,Returns true if this path has reached the end
a,(Ljava/lang/String;I)I,dt,getIntProperty,Returns an integer property. If the property doesn't exist the default is returned.
b,()V,dt,saveProperties,Writes the properties to the properties file.
a,()V,dt,generateNewProperties,Generates a new properties file.
a,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,dt,getStringProperty,Returns a string property. If the property doesn't exist the default is returned.
a,(Lep;)Lbn;,dc,getPosition,Gets the position that an entity should be at in the current point in the path
a,(Lfi;)V,dm,writePlayerData,Writes the player data to disk from the specified PlayerEntityMP.
a,(Ljava/lang/String;Z)Z,dt,getBooleanProperty,Returns a boolean property. If the property doesn't exist the default is returned.
b,(Lfi;)V,dm,readPlayerData,Reads the player data from disk into the specified PlayerEntityMP.
d,(III)Z,jx,doesBlockAllowAttachment,"Returns if the block at the specified coordinates allow attachment Args: x, y, z"
d,(III)Z,ff,doesBlockAllowAttachment,"Returns if the block at the specified coordinates allow attachment Args: x, y, z"
d,(III)Z,ex,doesBlockAllowAttachment,"Returns if the block at the specified coordinates allow attachment Args: x, y, z"
b,(Lff;IIILgq;)V,gv,onBlockClicked,"Called when the block is clicked by a player. Args: x, y, z, entityPlayer"
b,(Lff;IIILgq;)V,kn,onBlockClicked,"Called when the block is clicked by a player. Args: x, y, z, entityPlayer"
b,(Lff;IIILgq;)V,jy,onBlockClicked,"Called when the block is clicked by a player. Args: x, y, z, entityPlayer"
b,(Lff;IIILgq;)V,et,onBlockClicked,"Called when the block is clicked by a player. Args: x, y, z, entityPlayer"
b,(Lff;IIILgq;)V,bm,onBlockClicked,"Called when the block is clicked by a player. Args: x, y, z, entityPlayer"
b,(Lff;IIILgq;)V,aw,onBlockClicked,"Called when the block is clicked by a player. Args: x, y, z, entityPlayer"
a,(Lff;Lgq;)Lil;,il,useItemRightClick,"Called whenever this item stack is equipped and right clicked. Returns the new item stack to put in the position where this item is. Args: world, player"
h,()V,ii,dropAllItems,Drop all armor and main inventory items.
a,(DDDLjava/lang/String;FF)V,ff,playSoundEffect,"Play a sound effect. Many many parameters for this function. Not sure what they do, but a classic call is : (double)i + 0.5D, (double)j + 0.5D, (double)k + 0.5D, 'random.door_open', 1.0F, world.rand.nextFloat() * 0.1F + 0.9F with i,j,k position of the block."
a,(Lad;Ljava/io/OutputStream;)V,au,writeGzippedCompoundToOutputStream,*
a,(Lep;DDDF)Lcw;,ff,createExplosion,*
d,()Z,la,getIsLiquid,Returns if blocks of these materials are liquids.
d,()Z,ee,getIsLiquid,Returns if blocks of these materials are liquids.
e,()Lil;,ii,getCurrentItem,Returns the item stack currently held by the player.
f,()V,ii,decrementAnimations,Decrement the number of animations remaining. Only called on client side. This is used to handle the animation of receiving a block.
c,(I)V,ii,damageArmor,Damages armor in each slot by the specified amount.
a,(Lil;)I,ek,getItemBurnTime,"Returns the number of ticks that the supplied fuel item will keep the furnace burning, or 0 if the item isn't fuel"
g,()Z,ek,isBurning,Returns true if the furnace is currently burning
b,()V,cq,updateDelay,Sets the delay before a new spawn (base delay of 200 + random number up to 600).
b,(DDDDDD)Lel;,el,getBoundingBoxFromPool,"Returns a bounding box with the specified bounds from the pool.  Args: minX, minY, minZ, maxX, maxY, maxZ"
b,(I)I,ek,getSmeltingResultItem,"Returns the item ID of the result of smelting the given item ID, or -1 if the given item can't be smelted."
a,()V,l,update,Updates the Jlist with a new model.
a,()V,fc,update,Updates the Jlist with a new model.
a,(Lff;IIIZ)Z,cu,checkForBurnout,
c,(DDD)Lel;,el,getOffsetBoundingBox,"Returns a bounding box offseted by the specified vector (if negative numbers are given it will shrink). Args: x, y, z"
a,(Lbn;)Z,el,isVecInYZ,Checks if the specified vector is within the YZ dimensions of the bounding box. Args: Vec3D
c,(DDDDDD)Lel;,el,setBounds,"Sets the bounds of the bounding box. Args: minX, minY, minZ, maxX, maxY, maxZ"
b,(IIII)V,ff,setBlockMetadataWithNotify,"Sets the blocks metadata and if set will then notify blocks that this block changed. Args: x, y, z, metadata"
a,(DDDDDD)Lel;,el,getBoundingBox,"Returns a bounding box with the specified bounds. Args: minX, minY, minZ, maxX, maxY, maxZ"
a,(Leb;III)I,ff,getSavedLightValue,Returns saved light value without taking into account the time of day.  Either looks in the sky light map or block light map based on the enumSkyBlock arg.
b,(Lep;)D,ep,getDistanceSqToEntity,Returns the squared distance to the entity. Args: entity
a,(Ljava/lang/String;DDDDDD)V,ff,spawnParticle,"Spawns a particle.  Args particleName, x, y, z, velX, velY, velZ"
a,(IIIZ)I,ff,getBlockLightValue,"Gets the light value of a block location. This is the actual function that gets the value and has a bool flag that  indicates if its a half step block to get the maximum light value of a direct neighboring block (left, right, forward, back, and up)"
e,(Lad;)V,ep,readFromNBT,Reads the entity from NBT (calls an abstract helper method to read specialized data)
l,(III)Lbg;,ff,getBlockTileEntity,"Returns the TileEntity associated with a given block in X,Y,Z coordinates, or null if no TileEntity exists"
e,(IIII)V,ff,notifyBlockChange,"The block type change and need to notify other systems  Args: x, y, z, blockID"
k,(III)F,ff,getLightBrightness,"Returns how bright the block is shown as which is the block's light value looked up in a lookup table (light values aren't linear for brihgtness). Args: x, y, z"
a,(DDDD)Lgq;,ff,getClosestPlayer,"Gets the closest player to the point within the specified distance (distance can be set to less than 0 to not limit the distance). Args: x, y, z, dist"
a,(Ljava/lang/Class;Lel;)Ljava/util/List;,ff,getEntitiesWithinAABB,"Returns all entities of the specified class type which intersect with the AABB. Args: entityClass, aabb"
b,(F)F,ep,getEntityBrightness,Gets how bright this entity is.
e,(Lep;)V,fi,mountEntity,set entity to null to unmount
w,()Ljava/lang/String;,ep,getEntityString,*
e,(Lep;)V,ep,mountEntity,set entity to null to unmount
b,(FF)V,ep,setRotation,Sets the rotation of the entity
h,(Lff;III)V,gl,tryToFall,If there is space to fall below will start this block falling
g,(Lff;III)Z,gl,canFallBelow,Checks to see if the sand can fall into the block below it
f,(Lff;IIII)V,fp,ejectRecord,Ejects the current record inside of the jukebox
f,(DDD)V,ep,addVelocity,"Adds to the current velocity of the entity. Args: x, y, z"
a,(Lgv;)Z,im,canHarvestBlock,Returns if the item (tool) can harvest results from the block type.
a,(Lla;)Z,ep,isInsideOfMaterial,Checks if the current block the entity is within of the specified material type
c,(DDD)V,ep,moveEntity,"Tries to moves the entity by the passed in displacement. Args: x, y, z"
a,(IIILbg;)V,kx,setChunkBlockTileEntity,Sets the TileEntity for a given block in this chunk
a,(Lgv;)Z,ax,canHarvestBlock,Returns if the item (tool) can harvest results from the block type.
a,(Lgv;)Z,gm,canHarvestBlock,Returns if the item (tool) can harvest results from the block type.
a,(Led;)V,fs,handleMapChunk,*
b,()I,gm,getItemStackLimit,Returns the maximum size of the stack for a specific item. *Isn't this more a Set than a Get?*
a,(Ldv;)V,fs,handleDestroyEntity,*
a,(Ljava/lang/String;[Ljava/lang/Object;)V,kk,handleErrorMessage,*
a,(Ljava/lang/String;[Ljava/lang/Object;)V,gi,handleErrorMessage,*
c,()Ljava/lang/String;,kk,getUsername,Gets the players username.
a,(Ljava/lang/String;[Ljava/lang/Object;)V,fs,handleErrorMessage,*
c,()Ljava/lang/String;,hg,getUsername,Gets the players username.
c,()Ljava/lang/String;,net.minecraft.server.MinecraftServer,getUsername,Gets the players username.
a,(Lv;)V,fs,handleArmAnimation,*
c,()Ljava/lang/String;,fn,getUsername,Gets the players username.
a,(Lv;)V,kk,handleArmAnimation,*
b,(Ljava/lang/String;)V,kk,log,Logs the message with a level of INFO.
b,(Ljava/lang/String;)V,net.minecraft.server.MinecraftServer,log,Logs the message with a level of INFO.
b,(Ljava/lang/String;)V,hg,log,Logs the message with a level of INFO.
b,(Ljava/lang/String;)V,fn,log,Logs the message with a level of INFO.
b,(Laj;)V,gi,doLogin,Processes the login packet and sends response packets to the user.
a,(Lh;)V,gi,handleHandshake,*
a,(Lh;)V,fs,handleHandshake,*
a,(IIILbg;)V,hl,sentTileEntityToPlayer,sends a tilentity to the player name specified
a,(IIIIZ)Z,ff,canBlockBePlacedAt,*
a,(Ljava/lang/String;)V,hl,banPlayer,adds a player to the ban list
a,(Ljava/lang/String;)Ljava/io/File;,net.minecraft.server.MinecraftServer,getFile,Returns a File object from the specified string.
d,(Ljava/lang/String;)V,hl,unbanIP,unbans the given IP string
e,(Ljava/lang/String;)V,hl,opPlayer,ops the player given
g,()V,hl,loadBannedList,loads the list of banned players
b,(Ljava/lang/String;)V,hl,unbanPlayer,removes a player from the ban list
f,(Ljava/lang/String;)V,hl,deopPlayer,deops the player given
c,(Ljava/lang/String;)V,hl,banIP,bans the given IP string
a,(Ljx;III)V,kn,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
i,()V,hl,loadOps,loads the ops from the ops file
h,()V,hl,saveBannedList,saves the list of banned players
n,()V,ep,setOnFireFromLava,Called whenever the entity is walking inside of lava.
a,(Z)Z,ff,TickUpdates,Runs through the list of updates to run and ticks them
a,(I)Lgm;,gm,setIconIndex,Sets the icon index for this item. Returns the item.
j,()V,hl,saveOps,saves the ops to the ops file
a,(DDD)D,ar,generateNoise,*
a,(Ljava/lang/Class;)I,ff,countEntities,Counts how many entities of an entity class exist in the world. Args: entityClass
a,(ZLkf;)V,ff,saveWorld,*
a,(Lep;Lel;)Ljava/util/List;,ff,getCollidingBoundingBoxes,"Returns a list of bounding boxes that collide with aabb excluding the passed in entity's collision. Args: entity, aabb"
f,()V,hl,writeBannedPlayers,Writes the banned players file to disk.
j,(IIII)Z,ff,isBlockIndirectlyProvidingPowerTo,"Is a block next to you getting powered (if its an attachable block) or is it providing power directly to you.  Args: x, y, z, direction"
a,(Ljx;III)V,jy,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
a,(Ljx;III)V,gv,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
a,(Ljx;III)V,go,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
a,(Ljx;III)V,et,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
a,(Ljx;III)V,bo,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
a,(Ljx;III)V,bl,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
a,(Ljx;III)V,aw,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
a,(Ljx;III)V,ao,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
b,(Lff;IIII)V,kz,onNeighborBlockChange,"Lets the block know when one of its neighbor changes. Doesn't know which neighbor changed (coordinates passed are their own) Args: x, y, z, blockID"
