NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL
Class,Field,Name,Class,Field,Name,Name,Notes
ItemStack,*,field_1616_d,*,*,*,itemDamage,"Damage dealt to the item or number of use. Raise when using items."
Entity,*,field_9312_bd,*,*,*,rand,"*"
Entity,*,field_9313_bc,*,*,*,unusedEntityBoolean,"*"
Entity,*,field_9310_bf,*,*,*,fireResistance,"The amount of ticks you have to stand inside of fire before be set on fire"
Entity,*,field_9311_be,*,*,*,ticksExisted,"How many ticks has this entity had ran since being alive"
EntityArrow,*,field_9316_f,*,*,*,inTile,"*"
EntityArrow,*,field_9317_e,*,*,*,zTile,"*"
Entity,*,field_9314_ba,*,*,*,noClip,"Whether this entity won't clip with collision or not (make note it won't disable gravity)"
EntityArrow,*,field_9315_g,*,*,*,inGround,"*"
EntityArrow,*,field_9318_d,*,*,*,yTile,"*"
EntityArrow,*,field_9319_c,*,*,*,xTile,"*"
FontRenderer,*,field_1309_d,*,*,*,buffer,"*"
FontRenderer,*,field_1308_a,*,*,*,fontTextureName,"*"
MapGenBase,*,field_1305_b,*,*,*,rand,"The RNG used by the MapGen classes."
FontRenderer,*,field_1307_b,*,*,*,charWidth,"Array of width of all the characters in default.png"
RecipesWeapons,*,field_1099_b,*,*,*,recipeItems,"*"
NBTTagString,*,field_1098_a,*,*,*,stringValue,"The string value for the tag (cannot be empty)."
NBTTagList,*,field_1091_a,*,*,*,tagList,"The array list containing the tags encapsulated in this list."
NBTTagList,*,field_1090_b,*,*,*,tagType,"The type byte for the tags in the list - they must all be of the same type."
NBTTagInt,*,field_1093_a,*,*,*,intValue,"The integer value for the tag."
NBTTagByte,*,field_1092_a,*,*,*,byteValue,"The byte value for the tag."
NBTTagLong,*,field_1095_a,*,*,*,longValue,"The long value for the tag."
NBTTagCompound,*,field_1094_a,*,*,*,tagMap,"The key-value pairs for the tag. Each key is a UTF string, each value is a tag."
NBTTagFloat,*,field_1097_a,*,*,*,floatValue,"The float value for the tag."
NBTTagByteArray,*,field_1096_a,*,*,*,byteArray,"The byte array stored in the tag."
Packet24MobSpawn,*,field_550_e,*,*,*,zPosition,"The Z position of the entity."
Packet10Flying,*,field_556_f,*,*,*,pitch,"The player's pitch rotation."
Packet10Flying,*,field_557_e,*,*,*,yaw,"The player's yaw rotation."
GameSettings,*,field_1579_f,*,*,*,viewBobbing,"*"
Packet10Flying,*,field_554_h,*,*,*,moving,"Boolean set to true if the player is moving."
EntityPigZombie,*,field_4117_a,*,*,*,angerLevel,"Above zero if this PigZombie is Angry."
Packet10Flying,*,field_555_g,*,*,*,onGround,"True if the client is on the ground."
EntityPigZombie,*,field_4116_b,*,*,*,randomSoundDelay,"A random delay until this PigZombie next makes a sound."
Block,*,field_4053_bc,*,*,*,bloodStone,"*"
EntityFX,*,field_661_k,*,*,*,particleGreen,"The green amount of color. Used as a percentage, 1.0 = 255 and 0.0 = 0."
EntityFX,*,field_662_j,*,*,*,particleBlue,"The blue amount of color. Used as a percentage, 1.0 = 255 and 0.0 = 0."
EntityFX,*,field_663_i,*,*,*,particleRed,"The red amount of color. Used as a percentage, 1.0 = 255 and 0.0 = 0."
EntityPigZombie,*,field_4118_c,*,*,*,defaultHeldItem,"The ItemStack that any PigZombie holds (a gold sword, in fact)."
Block,*,field_337_v,*,*,*,grass,"*"
GameSettings,*,field_1576_i,*,*,*,fancyGraphics,"*"
Block,*,field_4057_ba,*,*,*,fence,"*"
GameSettings,*,field_1575_j,*,*,*,keyBindForward,"*"
Frustrum,*,field_594_d,*,*,*,zPosition,"*"
Frustrum,*,field_595_c,*,*,*,yPosition,"*"
Frustrum,*,field_592_b,*,*,*,xPosition,"*"
Frustrum,*,field_593_a,*,*,*,clippingHelper,"*"
SoundManager,*,field_590_b,*,*,*,soundPoolSounds,"Sound pool containing sounds."
SoundManager,*,field_591_a,*,*,*,sndSystem,"A reference to the sound system."
GameSettings,*,field_6524_j,*,*,*,skin,"The name of the selected texture pack."
GameSettings,*,field_6520_s,*,*,*,keyBindToggleFog,"*"
GameSettings,*,field_6521_r,*,*,*,keyBindChat,"*"
GameSettings,*,field_6522_B,*,*,*,optionsFile,"*"
GameSettings,*,field_6523_q,*,*,*,keyBindDrop,"*"
RenderEngine,*,field_6528_b,*,*,*,textureMap,"*"
Item,*,field_282_ae,*,*,*,bootsSteel,"*"
Item,*,field_283_ad,*,*,*,legsSteel,"*"
Item,*,field_280_ag,*,*,*,plateDiamond,"*"
Item,*,field_281_af,*,*,*,helmetDiamond,"*"
Item,*,field_286_aa,*,*,*,bootsChain,"*"
Item,*,field_287_aW,*,*,*,bFull3D,"If true, render the object in full 3D, like weapons and tools."
Item,*,field_284_ac,*,*,*,plateSteel,"*"
Item,*,field_285_ab,*,*,*,helmetSteel,"*"
Item,*,field_289_aU,*,*,*,maxDamage,"Maximum damage an item can handle."
Block,*,field_440_aH,*,*,*,minecartTrack,"*"
GuiScreen,*,field_6451_g,*,*,*,fontRenderer,"The FontRenderer used by GuiScreen"
Block,*,field_442_aF,*,*,*,doorWood,"*"
InventoryPlayer,*,field_848_c,*,*,*,craftingInventory,"An array of 4 item stacks containing the items in the crafting area of the player inventory."
InventoryPlayer,*,field_844_g,*,*,*,player,"The player whose inventory this is."
InventoryPlayer,*,field_845_f,*,*,*,inventoryChanged,"Set true whenever the inventory changes. Nothing sets it false so you will have to write your own code to check it and reset the value."
InventoryPlayer,*,field_846_e,*,*,*,draggingItemStack,"The ItemStack that is currently being dragged around by the mouse"
InventoryPlayer,*,field_847_d,*,*,*,currentItem,"The index of the currently held item (0-8)."
InventoryCrafting,*,field_840_a,*,*,*,stackList,"List of the stacks in the crafting matrix."
InventoryCrafting,*,field_841_c,*,*,*,eventHandler,"Class containing the callbacks for the events on_GUIClosed and on_CraftMaxtrixChanged."
InventoryPlayer,*,field_842_b,*,*,*,armorInventory,"An array of 4 item stacks containing the currently worn armor pieces."
InventoryPlayer,*,field_843_a,*,*,*,mainInventory,"An array of 37 item stacks (but only filled with 36?) indicating the main player inventory (including the visible bar)."
World,*,field_4210_n,*,*,*,spawnY,"Y-location of spawnpoint"
WorldProvider,*,field_4215_b,*,*,*,worldChunkMgr,"World chunk manager being used to generate chunks"
WorldProvider,*,field_4216_a,*,*,*,worldObj,"world object being used"
WorldProvider,*,field_4218_e,*,*,*,worldType,"0 for normal world -1 for hell"
WorldProvider,*,field_4219_d,*,*,*,lightBrightnessTable,"Light to brightness conversion table"
GuiIngame,*,field_930_d,*,*,*,itemRenderer,"*"
GuiButton,*,field_934_b,*,*,*,height,"The height of this control."
GuiButton,*,field_935_a,*,*,*,width,"The width of this control."
GuiButton,*,field_936_h,*,*,*,enabled2,"This is always true. Doesn't do anything currently but looks like it could be for enabling/disabling a control in the future."
GuiButton,*,field_937_g,*,*,*,enabled,"True if this control is enabled, false to disable."
GuiButton,*,field_938_f,*,*,*,id,"ID for this control."
GuiButton,*,field_939_e,*,*,*,displayString,"The string displayed on this control."
EntityMinecart,*,field_9418_e,*,*,*,fuel,"*"
EntityMinecart,*,field_9417_f,*,*,*,pushX,"*"
EntityMinecart,*,field_9416_g,*,*,*,pushZ,"*"
Minecraft,*,field_9234_V,*,*,*,serverName,""
Minecraft,*,field_9237_P,*,*,*,timer,"*"
Minecraft,*,field_9231_Y,*,*,*,textureLavaFX,""
Minecraft,*,field_9233_W,*,*,*,serverPort,""
Minecraft,*,field_9232_X,*,*,*,textureWaterFX,""
Minecraft,*,field_9239_F,*,*,*,tickTimes,""
Minecraft,*,field_9238_G,*,*,*,numRecordedFrameTimes,""
Entity,*,field_9301_bt,*,*,*,serverPosZ,"*"
Entity,*,field_9303_br,*,*,*,serverPosX,"*"
Entity,*,field_9302_bs,*,*,*,serverPosY,"*"
Entity,*,field_9305_bk,*,*,*,air,"*"
Entity,*,field_9304_bm,*,*,*,isImmuneToFire,"*"
Entity,*,field_9307_bi,*,*,*,inWater,"Whether this entity is currently inside of water (if it handles water movement that is)"
Entity,*,field_9309_bg,*,*,*,fire,"*"
Material,*,field_1334_d,*,*,*,rock,"*"
Material,*,field_1335_c,*,*,*,wood,"*"
Material,*,field_1336_b,*,*,*,ground,"*"
Material,*,field_1337_a,*,*,*,air,"*"
Material,*,field_1331_g,*,*,*,lava,"*"
Material,*,field_1332_f,*,*,*,water,"*"
Material,*,field_1333_e,*,*,*,iron,"*"
Block,*,field_4063_aU,*,*,*,blockIce,"*"
Entity,*,field_619_ac,*,*,*,renderDistanceWeight,"*"
Entity,*,field_618_ad,*,*,*,preventEntitySpawning,"Blocks entities from spawning when they do their AABB check to make sure the spot is clear of entities that can prevent spawning."
Entity,*,field_615_ag,*,*,*,worldObj,"Reference to the World object."
Entity,*,field_617_ae,*,*,*,riddenByEntity,"The entity that is riding this entity"
Entity,*,field_616_af,*,*,*,ridingEntity,"The entity we are currently riding"
Entity,*,field_611_ak,*,*,*,posX,"Entity position X"
Entity,*,field_610_al,*,*,*,posY,"Entity position Y"
Block,*,field_4065_aN,*,*,*,pressurePlatePlanks,"*"
Block,*,field_4064_aS,*,*,*,button,"*"
Block,*,field_435_aM,*,*,*,doorSteel,"*"
RenderLiving,*,field_6332_f,*,*,*,renderPassModel,"The model to be used during the render passes."
Block,*,field_431_aQ,*,*,*,torchRedstoneIdle,"*"
Block,*,field_430_aR,*,*,*,torchRedstoneActive,"*"
Block,*,field_433_aO,*,*,*,oreRedstone,"*"
Block,*,field_432_aP,*,*,*,oreRedstoneGlowing,"*"
Minecraft,*,field_6322_g,*,*,*,thePlayer,"The player who's actually in control of this game."
Minecraft,*,field_6323_f,*,*,*,renderGlobal,"*"
Packet24MobSpawn,*,field_549_f,*,*,*,yaw,"The yaw of the entity."
Packet24MobSpawn,*,field_548_g,*,*,*,pitch,"The pitch of the entity."
TexturePackList,*,field_6539_c,*,*,*,defaultTexturePack,"The default texture pack."
Minecraft,*,field_6321_h,*,*,*,effectRenderer,"*"
TexturePackList,*,field_6533_b,*,*,*,availableTexturePacks,"The list of the available texture packs."
Minecraft,*,field_6326_c,*,*,*,displayWidth,"*"
Packet14BlockDig,*,field_543_e,*,*,*,status,"Status of the digging (started, ongoing, broken)."
Packet14BlockDig,*,field_542_a,*,*,*,xPosition,"Block X position."
TexturePackList,*,field_6537_e,*,*,*,mc,"The Minecraft instance used by this TexturePackList"
TexturePackList,*,field_6536_f,*,*,*,texturePackDir,"The directory the texture packs will be loaded from."
TexturePackList,*,field_6535_g,*,*,*,currentTexturePack,"*"
TexturePackList,*,field_6534_a,*,*,*,selectedTexturePack,"The TexturePack that will be used."
Minecraft,*,field_6324_e,*,*,*,theWorld,"The World instance that Minecraft uses."
Packet14BlockDig,*,field_541_b,*,*,*,yPosition,"Block Y position."
Minecraft,*,field_6325_d,*,*,*,displayHeight,"*"
World,*,field_4209_q,*,*,*,worldProvider,"The WorldProvider instance that World uses."
Block,*,field_404_ar,*,*,*,torchWood,"*"
GuiScreen,*,field_945_b,*,*,*,mc,"Reference to the Minecraft object."
BlockFire,*,field_448_b,*,*,*,abilityToCatchFire,"This is an array indexed by block ID the larger the number in the array the more likely a block type will catch fires"
GuiScreen,*,field_946_a,*,*,*,selectedButton,"The button that was just pressed."
GuiButton,*,field_941_c,*,*,*,xPosition,"The x position of this control."
GuiButton,*,field_940_d,*,*,*,yPosition,"The y position of this control."
GuiSlider,*,field_943_j,*,*,*,dragging,"Is this slider control being dragged."
BlockFire,*,field_449_a,*,*,*,chanceToEncourageFire,"The chance this block will encourage nearby blocks to catch on fire"
GuiScreen,*,field_949_e,*,*,*,controlList,"A list of all the controls added to this container."
Packet20NamedEntitySpawn,*,field_540_c,*,*,*,xPosition,"The player's X position."
Minecraft,*,field_6320_i,*,*,*,session,"*"
CanvasIsomPreview,*,field_1787_g,*,*,*,imageBufferList,"*"
CanvasIsomPreview,*,field_1786_h,*,*,*,imageBuffers,"*"
SoundPoolEntry,*,field_1781_a,*,*,*,soundName,"*"
SoundPoolEntry,*,field_1780_b,*,*,*,soundUrl,"*"
CanvasIsomPreview,*,field_1783_k,*,*,*,xPosition,"*"
CanvasIsomPreview,*,field_1782_l,*,*,*,yPosition,"*"
CanvasIsomPreview,*,field_1789_e,*,*,*,dataFolder,"The data folder."
CanvasIsomPreview,*,field_1788_f,*,*,*,running,"*"
GuiIngame,*,field_9421_h,*,*,*,updateCounter,"*"
GuiIngame,*,field_9422_g,*,*,*,mc,"*"
GuiIngame,*,field_9423_f,*,*,*,rand,"*"
PositionTexureVertex,*,field_1656_c,*,*,*,texturePositionY,"*"
PositionTexureVertex,*,field_1655_a,*,*,*,vector3D,"*"
PositionTexureVertex,*,field_1654_b,*,*,*,texturePositionX,"*"
MathHelper,*,field_1653_a,*,*,*,SIN_TABLE,"A table of sin values computed from 0 (inclusive) to 2*pi (exclusive), with steps of 2*PI / 65536."
SoundPool,*,field_1659_e,*,*,*,allSoundPoolEntries,"A list of all SoundPoolEntries that have been loaded."
SoundPool,*,field_1658_a,*,*,*,numberOfSoundPoolEntries,"The number of soundPoolEntry's. This value is computed but never used (should be equal to allSoundPoolEntries.size())."
RenderGlobal,*,field_1439_t,*,*,*,mc,"A reference to the Minecraft object."
Minecraft,*,field_6327_b,*,*,*,playerController,"*"
Block,*,field_405_aq,*,*,*,obsidian,"*"
EntityLiving,*,field_9334_al,*,*,*,defaultPitch,"*"
EntityLiving,*,field_9335_K,*,*,*,prevHealth,"*"
EntityLiving,*,field_9336_ak,*,*,*,isJumping,"used to check whether entity is jumping."
EntityLiving,*,field_9337_J,*,*,*,health,"*"
EntityLiving,*,field_9330_P,*,*,*,attackTime,"*"
EntityLiving,*,field_9331_N,*,*,*,attackedAtYaw,"The yaw at which this entity was last attacked from."
EntityLiving,*,field_9332_M,*,*,*,maxHurtTime,"What the hurt time was max set to last."
EntityLiving,*,field_9333_am,*,*,*,moveSpeed,""
EntityLiving,*,field_9338_aj,*,*,*,randomYawVelocity,"*"
EntityLiving,*,field_9339_I,*,*,*,swingProgress,"*"
Material,*,field_1322_p,*,*,*,tnt,"*"
Material,*,field_1320_r,*,*,*,ice,"*"
Material,*,field_1326_l,*,*,*,fire,"*"
Material,*,field_1325_m,*,*,*,sand,"*"
Material,*,field_1324_n,*,*,*,circuits,"*"
Material,*,field_1329_i,*,*,*,plants,"*"
Material,*,field_1328_j,*,*,*,sponge,"*"
Entity,*,field_608_an,*,*,*,motionX,"Entity motion X"
Entity,*,field_609_am,*,*,*,posZ,"Entity position Z"
Entity,*,field_606_ap,*,*,*,motionZ,"Entity motion Z"
Entity,*,field_607_ao,*,*,*,motionY,"Entity motion Y"
Entity,*,field_604_ar,*,*,*,rotationPitch,"Entity rotation Pitch"
Entity,*,field_605_aq,*,*,*,rotationYaw,"Entity rotation Yaw"
Entity,*,field_602_at,*,*,*,prevRotationPitch,"*"
Entity,*,field_603_as,*,*,*,prevRotationYaw,"*"
Entity,*,field_601_au,*,*,*,boundingBox,"Axis aligned bounding box."
ItemArmor,*,field_315_ba,*,*,*,damageReduceAmmountArray,"Holds the ammount of damage that the each armorType have."
Entity,*,field_646_aA,*,*,*,isDead,"gets set by setEntityDead, so this must be the flag whether an Entity is dead (inactive may be better term)"
MinecraftApplet,*,field_6234_b,*,*,*,mc,"Reference to the Minecraft object."
MinecraftApplet,*,field_6235_a,*,*,*,mcCanvas,"Reference to the applet canvas."
MinecraftApplet,*,field_6236_c,*,*,*,mcThread,"Reference to the Minecraft main thread."
EntityLiving,*,field_735_n,*,*,*,renderYawOffset,"*"
EntityPlayerSP,*,field_4133_d,*,*,*,prevTimeInPortal,"*"
EntityPlayerSP,*,field_4134_c,*,*,*,timeInPortal,"How long has this player be in a portal. Once it reaches 1 the portal teleport takes place. Increments by 0.0125 each tick within a portal."
Block,*,field_426_aV,*,*,*,blockSnow,"*"
Minecraft,*,field_6305_x,*,*,*,objectMouseOver,"The ray trace hit that the mouse is over."
Block,*,field_424_aX,*,*,*,blockClay,"*"
Block,*,field_425_aW,*,*,*,cactus,"*"
Block,*,field_422_aZ,*,*,*,jukebox,"*"
Block,*,field_423_aY,*,*,*,reed,"*"
Minecraft,*,field_6308_u,*,*,*,ingameGUI,"*"
Block,*,field_428_aT,*,*,*,snow,"*"
TexturePackCustom,*,field_6494_g,*,*,*,texturePackThumbnail,"*"
TexturePackCustom,*,field_6495_f,*,*,*,texturePackName,"The allocated OpenGL texture name for this texture pack, or -1 if it hasn't been allocated yet."
TexturePackCustom,*,field_6496_e,*,*,*,texturePackZipFile,"*"
TexturePackDefault,*,field_6490_f,*,*,*,texturePackThumbnail,"*"
TexturePackDefault,*,field_6491_e,*,*,*,texturePackName,"The allocated OpenGL for this TexturePack, or -1 if it hasn't been loaded yet."
TexturePackCustom,*,field_6493_h,*,*,*,texturePackFile,"*"
Packet10Flying,*,field_558_d,*,*,*,stance,"The player's stance."
Packet10Flying,*,field_559_c,*,*,*,zPosition,"The player's Z position."
Packet24MobSpawn,*,field_552_c,*,*,*,xPosition,"The X position of the entity."
Packet10Flying,*,field_553_i,*,*,*,rotating,"Boolean set to true if the player is rotating."
SpawnerAnimals,*,field_6544_a,*,*,*,eligibleChunksForSpawning,"The 17x17 area around the player where mobs can spawn"
Packet24MobSpawn,*,field_551_d,*,*,*,yPosition,"The Y position of the entity."
CraftingManager,*,field_6541_a,*,*,*,instance,"The static instance of this class"
GuiControls,*,field_956_i,*,*,*,options,"Reference to the GameSettings object."
GuiControls,*,field_957_h,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
GuiControls,*,field_954_a,*,*,*,screenTitle,"The title string that is displayed in the top-center of the screen."
GuiControls,*,field_955_j,*,*,*,buttonId,"The ID of the  button that has been pressed."
GuiConnecting,*,field_952_a,*,*,*,clientHandler,"A reference to the NetClientHandler."
GuiConnecting,*,field_953_h,*,*,*,cancelled,"True if the connection attempt has been cancelled."
GuiScreen,*,field_950_d,*,*,*,height,"The height of the screen object."
GuiScreen,*,field_951_c,*,*,*,width,"The width of the screen object."
GuiSelectWorld,*,field_958_a,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
GuiSelectWorld,*,field_959_i,*,*,*,selected,"True if a world has been selected."
RenderManager,*,field_1229_e,*,*,*,renderEngine,"*"
RenderManager,*,field_1227_g,*,*,*,worldObj,"Reference to the World object."
RenderManager,*,field_1223_k,*,*,*,options,"Reference to the GameSettings object."
World,*,field_9435_j,*,*,*,autosavePeriod,"*"
World,*,field_9434_r,*,*,*,worldAccesses,"*"
ClippingHelper,*,field_1688_a,*,*,*,frustum,"*"
ClippingHelper,*,field_1689_d,*,*,*,clippingMatrix,"*"
RecipesArmor,*,field_1680_b,*,*,*,recipeItems,"*"
RecipesArmor,*,field_1681_a,*,*,*,recipePatterns,"*"
ItemRenderer,*,field_1356_a,*,*,*,mc,"A reference to the Minecraft object."
Entity,*,field_632_aO,*,*,*,entityCollisionReduction,"Reduces the velocity applied by entity collisions by the specified percent."
Entity,*,field_637_aJ,*,*,*,lastTickPosY,"The entity's Y coordinate at the previous tick, used to calculate position during rendering routines"
Entity,*,field_636_aK,*,*,*,lastTickPosZ,"The entity's Z coordinate at the previous tick, used to calculate position during rendering routines"
Entity,*,field_638_aI,*,*,*,lastTickPosX,"The entity's X coordinate at the previous tick, used to calculate position during rendering routines"
CanvasIsomPreview,*,field_1792_b,*,*,*,zoomLevel,"*"
CanvasIsomPreview,*,field_1790_d,*,*,*,worldObj,"Reference to the World object."
CanvasIsomPreview,*,field_1791_c,*,*,*,displayHelpText,"*"
Minecraft,*,field_6319_j,*,*,*,minecraftUri,"*"
Minecraft,*,field_6313_p,*,*,*,currentScreen,"The GuiScreen that's being displayed at the moment."
Minecraft,*,field_6312_q,*,*,*,loadingScreen,"*"
Block,*,field_411_ak,*,*,*,stairDouble,"*"
Minecraft,*,field_6316_m,*,*,*,isWorldLoaded,"*"
Block,*,field_414_ah,*,*,*,mushroomRed,"Was mushroomFlyAgaric"
Block,*,field_389_ay,*,*,*,blockDiamond,"*"
Block,*,field_388_I,*,*,*,oreIron,"*"
Block,*,field_383_M,*,*,*,sponge,"*"
Block,*,field_382_N,*,*,*,glass,"*"
Block,*,field_387_az,*,*,*,workbench,"*"
Block,*,field_386_J,*,*,*,oreCoal,"*"
Block,*,field_385_K,*,*,*,wood,"*"
Block,*,field_384_L,*,*,*,leaves,"*"
ChunkProviderLoadOrGenerate,*,field_897_c,*,*,*,blankChunk,"A completely empty Chunk, used by ChunkProviderLoadOrGenerate when there's no ChunkProvider."
ChunkProviderLoadOrGenerate,*,field_896_d,*,*,*,chunkProvider,"The IChunkProvider used by this ChunkProviderLoadOrGenerate."
ChunkProviderLoadOrGenerate,*,field_895_e,*,*,*,chunkLoader,"The IChunkLoader used by this ChunkProviderLoadOrGenerate."
ChunkProviderLoadOrGenerate,*,field_894_f,*,*,*,chunks,"An array of 1024 chunks."
ChunkProviderLoadOrGenerate,*,field_893_g,*,*,*,worldObj,"Reference to the World object."
ChunkProviderLoadOrGenerate,*,field_892_h,*,*,*,lastQueriedChunk,"The last Chunk that was returned from func_553_b"
ChunkProviderLoadOrGenerate,*,field_891_a,*,*,*,lastQueriedChunkXPos,"The last X position of a chunk that was returned from func_553_b"
ChunkProviderLoadOrGenerate,*,field_890_b,*,*,*,lastQueriedChunkZPos,"The last Z position of a chunk that was returned from func_553_b"
ChunkProviderIso,*,field_898_b,*,*,*,chunks,"An array of 256 chunks."
TexturePackBase,*,field_6487_a,*,*,*,texturePackFileName,"The file name of the texture pack, or Default if not from a custom texture pack."
TexturePackBase,*,field_6486_b,*,*,*,firstDescriptionLine,"The first line of the texture pack description (read from the pack.txt file)"
TexturePackBase,*,field_6489_c,*,*,*,secondDescriptionLine,"The second line of the texture pack description (read from the pack.txt file)"
Packet15Place,*,field_569_c,*,*,*,yPosition,"Block Y position."
Packet15Place,*,field_568_d,*,*,*,zPosition,"Block Z position."
Packet15Place,*,field_567_e,*,*,*,direction,"The offset to use for block/item placement."
Packet15Place,*,field_566_a,*,*,*,id,"The block or item to be placed."
Packet15Place,*,field_565_b,*,*,*,xPosition,"Block X position."
Packet4UpdateTime,*,field_564_a,*,*,*,time,"The world time in minutes."
Packet16BlockItemSwitch,*,field_563_a,*,*,*,unused,"Unused when sent from a client, can be any random value."
Packet16BlockItemSwitch,*,field_562_b,*,*,*,id,"The block/item id to be equipped."
Packet10Flying,*,field_561_a,*,*,*,xPosition,"The player's X position."
Packet10Flying,*,field_560_b,*,*,*,yPosition,"The player's Y position."
GuiMultiplayer,*,field_969_i,*,*,*,serverAddress,"Server address."
GuiMultiplayer,*,field_968_a,*,*,*,updateCounter,"Counts the number of screen updates. Used to make the caret flash."
GuiYesNo,*,field_963_i,*,*,*,message2,"Second line of text."
GuiYesNo,*,field_962_j,*,*,*,worldNumber,"World number to be deleted."
GuiYesNo,*,field_961_a,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
GuiSelectWorld,*,field_960_h,*,*,*,screenTitle,"The title string that is displayed in the top-center of the screen."
GuiIngameMenu,*,field_967_h,*,*,*,updateCounter,"Counts the number of screen updates."
GuiIngameMenu,*,field_966_a,*,*,*,updateCounter2,"Also counts the number of updates, not certain as to why yet."
GuiConflictWarning,*,field_965_a,*,*,*,updateCounter,"Counts the number of screen updates. Not used."
GuiYesNo,*,field_964_h,*,*,*,message1,"First line of text."
World,*,field_1050_a,*,*,*,loadedEntityList,"A list of all Entities in all currently-loaded chunks"
RenderManager,*,field_1231_c,*,*,*,renderPosY,"*"
RenderManager,*,field_1230_d,*,*,*,renderPosZ,"*"
RenderManager,*,field_1233_a,*,*,*,instance,"The static instance of RenderManager."
RenderManager,*,field_1232_b,*,*,*,renderPosX,"*"
RenderGlobal,*,field_1425_H,*,*,*,renderDistance,""
ClippingHelperImplementation,*,field_1693_f,*,*,*,projectionMatrixBuffer,"*"
ClippingHelperImplementation,*,field_1692_g,*,*,*,modelviewMatrixBuffer,"*"
ClippingHelperImplementation,*,field_1691_h,*,*,*,unusedFloatBuffer,"*"
ClippingHelper,*,field_1690_c,*,*,*,modelviewMatrix,"*"
SlotCrafting,*,field_1125_c,*,*,*,craftMatrix,"The craft matrix inventory linked to this result slot."
CanvasMinecraftApplet,*,field_1696_a,*,*,*,mcApplet,"Reference to the MinecraftApplet object."
AxisAlignedBB,*,field_1699_h,*,*,*,numBoundingBoxesInUse,"Tracks how many bounding boxes are being used"
AxisAlignedBB,*,field_1698_a,*,*,*,minX,"*"
TileEntityRenderer,*,field_1543_l,*,*,*,playerZ,"The player's Z position in this rendering context"
EntityLiving,*,field_9357_z,*,*,*,texture,"*"
EntityLiving,*,field_9355_A,*,*,*,unusedEntityLivingBoolean,""
Block,*,field_4067_aK,*,*,*,lever,"*"
Block,*,field_4066_aL,*,*,*,pressurePlateStone,"*"
TileEntityRenderer,*,field_1545_j,*,*,*,playerX,"The player's X position in this rendering context"
TileEntityRenderer,*,field_1544_k,*,*,*,playerY,"The player's Y position in this rendering context"
ImageBufferDownload,*,field_1344_c,*,*,*,imageHeight,"*"
IsoImageBuffer,*,field_1347_b,*,*,*,worldObj,"Reference to the World object."
ImageBufferDownload,*,field_1343_a,*,*,*,imageData,"*"
ImageBufferDownload,*,field_1342_b,*,*,*,imageWidth,"*"
TileEntityRenderer,*,field_1549_f,*,*,*,worldObj,"Reference to the World object."
TileEntityRenderer,*,field_1548_g,*,*,*,entityPlayer,"A reference to the EntityPlayer viewing this TileEntity"
Entity,*,field_621_aZ,*,*,*,addedToChunk,"Has this entity been added to the chunk its within"
Entity,*,field_622_aY,*,*,*,skinUrl,"The URL the skin of the player is loaded from."
Item,*,field_4021_aS,*,*,*,fishRaw,"*"
Entity,*,field_9308_bh,*,*,*,maxAir,"*"
EntityLiving,*,field_712_J,*,*,*,deathTime,"The amount of time remaining this entity should act 'dead', i.e. have a corpse in the world."
EntityLiving,*,field_715_G,*,*,*,hurtTime,"The amount of time remaining this entity should act 'hurt'. (Visual appearance of red tint)"
Block,*,field_406_ap,*,*,*,cobblestoneMossy,"*"
Block,*,field_407_ao,*,*,*,bookShelf,"*"
Block,*,field_400_at,*,*,*,mobSpawner,"*"
GameSettings,*,field_12259_z,*,*,*,lastServer,"The lastServer string."
Block,*,field_399_C,*,*,*,waterMoving,"*"
Block,*,field_394_aw,*,*,*,redstoneWire,"*"
Block,*,field_395_E,*,*,*,lavaMoving,"*"
Block,*,field_396_av,*,*,*,crate,"*"
Block,*,field_390_H,*,*,*,oreGold,"*"
Block,*,field_392_G,*,*,*,gravel,"*"
World,*,field_1046_e,*,*,*,skylightSubtracted,"How much light is subtracted from full daylight"
Block,*,field_338_u,*,*,*,stone,"*"
Block,*,field_339_t,*,*,*,lightValue,"Amount of light emitted"
Packet5PlayerInventory,*,field_570_b,*,*,*,stacks,"Array of item stacks."
Packet5PlayerInventory,*,field_571_a,*,*,*,type,"The type of inventory being sent. -1 for main inventory. -2 for equipped armour. -3 for crafting slots."
Packet51MapChunk,*,field_572_b,*,*,*,yPosition,"Block Y position."
Packet51MapChunk,*,field_573_a,*,*,*,xPosition,"Block X position."
Packet51MapChunk,*,field_574_h,*,*,*,chunkSize,"The size of the compressed data."
Packet51MapChunk,*,field_575_g,*,*,*,chunk,"The chunk data, compressed using ZLib deflate."
Packet51MapChunk,*,field_576_f,*,*,*,zSize,"The Z size of the chunk."
Packet51MapChunk,*,field_577_e,*,*,*,ySize,"The Y size of the chunk."
Packet51MapChunk,*,field_578_d,*,*,*,xSize,"The X size of the chunk."
Packet51MapChunk,*,field_579_c,*,*,*,zPosition,"Block Z position."
ThreadDownloadImage,*,field_1217_c,*,*,*,imageData,"The image data."
GuiFurnace,*,field_978_j,*,*,*,furnaceInventory,"*"
